"TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","WEEKDAY","GEREG"
"Employed",4,35,"Bachelor/Master's and above","Married","White",0,"female","Fall",0,"West"
"Employed",3.9,30,"High School Degree","Married","White",1,"male","Fall",0,"Northeast"
"Employed",4.3,27,"Bachelor/Master's and above","Married","White",0,"female","Fall",0,"South"
"Employed",5.2,38,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"South"
"Not in the labor force",3.9,43,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Midwest"
"Not in the labor force",5.2,36,"High School Degree","Not Married","White",1,"male","Fall",1,"South"
"Not in the labor force",3.9,40,"Bachelor/Master's and above","Married","Asian",1,"female","Fall",0,"West"
"Employed",3,37,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"Midwest"
"Not in the labor force",2.8,36,"High School Degree","Married","White",1,"female","Fall",0,"Northeast"
"Employed",3.5,41,"High School Degree","Not Married","White",1,"female","Fall",1,"South"
"Employed",3.9,59,"Bachelor/Master's and above","Not Married","White",1,"male","Fall",0,"West"
"Employed",4,26,"High School Degree","Not Married","White",0,"female","Fall",1,"West"
"Employed",5.1,29,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"South"
"Employed",3.4,31,"Less than High School","Married","Hispanic",1,"male","Fall",0,"South"
"Employed",2.4,31,"High School Degree","Married","White",1,"male","Fall",0,"West"
"Not in the labor force",2.7,27,"High School Degree","Married","White",1,"female","Fall",1,"South"
"Employed",2.9,47,"High School Degree","Married","Hispanic",1,"male","Fall",1,"South"
"Employed",3.4,37,"High School Degree","Married","White",1,"female","Fall",1,"Midwest"
"Employed",4.6,43,"Bachelor/Master's and above","Not Married","White",1,"female","Fall",0,"Northeast"
"Not in the labor force",3.5,36,"High School Degree","Not Married","White",1,"female","Fall",1,"South"
"Employed",3.5,39,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",1,"Midwest"
"Employed",3.3,42,"High School Degree","Married","White",1,"male","Fall",1,"Midwest"
"Employed",3.3,34,"High School Degree","Married","White",1,"male","Fall",0,"South"
"Employed",5.1,40,"High School Degree","Married","White",1,"female","Fall",0,"South"
"Employed",3.9,51,"High School Degree","Married","White",1,"female","Fall",0,"Midwest"
"Employed",3.9,33,"Bachelor/Master's and above","Not Married","Asian",0,"female","Fall",0,"Midwest"
"Employed",5.2,54,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"South"
"Employed",3.5,60,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall",1,"South"
"Employed",5.6,51,"High School Degree","Not Married","Black",0,"male","Fall",1,"South"
"Not in the labor force",3.9,60,"High School Degree","Not Married","Hispanic",0,"female","Fall",0,"Northeast"
"Employed",3.1,50,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"South"
"Employed",4,51,"Less than High School","Married","White",1,"male","Fall",0,"West"
"Employed",3.3,44,"Bachelor/Master's and above","Married","Asian",1,"male","Fall",1,"Midwest"
"Not in the labor force",4,30,"High School Degree","Married","Hispanic",1,"female","Fall",1,"West"
"Employed",4.5,36,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"West"
"Employed",3.5,38,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",0,"West"
"Not in the labor force",3.8,58,"Less than High School","Not Married","White",0,"female","Fall",0,"Northeast"
"Employed",5.2,31,"High School Degree","Not Married","White",0,"male","Fall",0,"South"
"Employed",2.4,50,"High School Degree","Married","White",1,"male","Fall",0,"West"
"Employed",3.4,25,"Less than High School","Married","White",1,"female","Fall",0,"Midwest"
"Employed",3.4,58,"High School Degree","Married","White",1,"male","Fall",1,"South"
"Not in the labor force",5.3,56,"High School Degree","Not Married","Black",0,"female","Fall",0,"South"
"Employed",3.9,51,"High School Degree","Married","White",1,"female","Fall",0,"Northeast"
"Employed",3.5,45,"Bachelor/Master's and above","Married","Hispanic",1,"male","Fall",0,"South"
"Employed",2.9,47,"High School Degree","Not Married","Hispanic",0,"male","Fall",0,"South"
"Employed",3.9,40,"High School Degree","Not Married","Hispanic",0,"male","Fall",0,"Midwest"
"Employed",3.2,27,"Bachelor/Master's and above","Married","White",0,"male","Fall",0,"Midwest"
"Employed",2.9,57,"High School Degree","Married","Black",0,"male","Fall",0,"South"
"Employed",3.7,47,"High School Degree","Married","White",1,"male","Fall",1,"Northeast"
"Employed",3.5,54,"High School Degree","Married","Hispanic",0,"female","Fall",1,"South"
"Employed",4.1,32,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"Midwest"
"Employed",2.8,58,"High School Degree","Married","Asian",0,"female","Fall",0,"Midwest"
"Employed",3.3,56,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"South"
"Employed",3.9,33,"High School Degree","Not Married","White",1,"female","Fall",0,"Northeast"
"Employed",2.8,46,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Northeast"
"Employed",4,56,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"West"
"Employed",3.7,48,"Less than High School","Married","Hispanic",0,"male","Fall",1,"Midwest"
"Employed",3.3,45,"High School Degree","Not Married","White",0,"female","Fall",0,"South"
"Employed",2.4,45,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"West"
"Employed",2.8,33,"High School Degree","Married","White",1,"male","Fall",1,"Midwest"
"Employed",4,29,"High School Degree","Married","White",1,"male","Fall",0,"West"
"Not in the labor force",3.2,31,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Midwest"
"Employed",4.6,49,"Less than High School","Not Married","White",1,"male","Fall",0,"Northeast"
"Employed",3.5,36,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",0,"Midwest"
"Not in the labor force",3.4,40,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"Midwest"
"Employed",3.7,30,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"West"
"Employed",2.4,27,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"West"
"Employed",3.2,52,"High School Degree","Not Married","White",0,"male","Fall",1,"Midwest"
"Employed",4.5,49,"High School Degree","Not Married","White",1,"male","Fall",0,"West"
"Employed",3.5,36,"High School Degree","Not Married","White",1,"female","Fall",1,"Midwest"
"Not in the labor force",3.9,51,"High School Degree","Married","Black",1,"female","Fall",0,"Northeast"
"Employed",3.4,40,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"Midwest"
"Employed",3.9,52,"Bachelor/Master's and above","Married","Hispanic",1,"female","Fall",0,"West"
"Not in the labor force",3.5,36,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"South"
"Employed",3.5,58,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall",0,"South"
"Employed",4.6,47,"High School Degree","Married","White",0,"male","Fall",1,"Northeast"
"Employed",3.2,36,"High School Degree","Married","White",0,"female","Fall",0,"Midwest"
"Unemployed",3.9,38,"High School Degree","Not Married","Hispanic",0,"female","Fall",0,"West"
"Employed",4,25,"High School Degree","Married","White",1,"female","Fall",0,"West"
"Employed",3.4,40,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"Midwest"
"Employed",3.6,29,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"South"
"Employed",3.6,31,"Bachelor/Master's and above","Married","Black",1,"female","Fall",0,"South"
"Employed",4,34,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"West"
"Not in the labor force",2.9,38,"High School Degree","Married","White",1,"female","Fall",0,"South"
"Employed",3.9,53,"Bachelor/Master's and above","Not Married","Black",1,"male","Fall",0,"Midwest"
"Employed",3.5,40,"Bachelor/Master's and above","Married","Asian",1,"male","Fall",1,"South"
"Employed",3.9,53,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"West"
"Employed",2.9,56,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall",1,"South"
"Employed",3.7,60,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"West"
"Not in the labor force",3.9,59,"Less than High School","Married","Hispanic",0,"female","Fall",0,"West"
"Employed",3.1,38,"High School Degree","Married","Hispanic",1,"male","Fall",0,"South"
"Not in the labor force",4.3,55,"High School Degree","Not Married","White",1,"female","Fall",1,"South"
"Employed",3.7,42,"High School Degree","Married","White",1,"female","Fall",1,"Midwest"
"Employed",4,31,"High School Degree","Not Married","White",1,"female","Fall",1,"West"
"Not in the labor force",3.9,38,"High School Degree","Not Married","Hispanic",1,"female","Fall",1,"West"
"Employed",5.2,32,"Less than High School","Not Married","White",0,"male","Fall",1,"South"
"Employed",3.5,47,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"West"
"Employed",3.6,43,"Less than High School","Married","Hispanic",1,"female","Fall",0,"South"
"Employed",4.3,57,"High School Degree","Married","White",0,"female","Fall",0,"South"
"Not in the labor force",3.7,39,"Less than High School","Married","Hispanic",1,"female","Fall",0,"West"
"Employed",4.1,59,"High School Degree","Married","White",0,"female","Fall",0,"Midwest"
"Employed",3.3,39,"Bachelor/Master's and above","Not Married","Hispanic",1,"female","Fall",1,"South"
"Employed",4.6,53,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"Northeast"
"Employed",5.3,29,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",1,"South"
"Employed",3.9,57,"High School Degree","Married","White",1,"female","Fall",0,"Northeast"
"Employed",3,54,"Bachelor/Master's and above","Married","White",0,"male","Fall",0,"Midwest"
"Employed",2.8,51,"High School Degree","Married","White",0,"female","Fall",0,"Midwest"
"Employed",3.6,54,"High School Degree","Not Married","White",0,"female","Fall",0,"South"
"Employed",2.7,34,"Bachelor/Master's and above","Not Married","Asian",1,"female","Fall",1,"South"
"Employed",2.9,28,"High School Degree","Not Married","Black",1,"female","Fall",0,"South"
"Employed",3.9,57,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"West"
"Employed",2.8,28,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"Midwest"
"Employed",3.8,30,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall",0,"Northeast"
"Employed",3.9,54,"Bachelor/Master's and above","Married","White",0,"male","Fall",0,"West"
"Employed",3.7,39,"Bachelor/Master's and above","Not Married","White",1,"female","Fall",1,"Midwest"
"Employed",3.6,51,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"South"
"Employed",3.5,37,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"South"
"Employed",4.5,44,"High School Degree","Not Married","White",0,"male","Fall",0,"West"
"Employed",3.9,57,"High School Degree","Married","White",0,"male","Fall",0,"West"
"Employed",3.7,26,"High School Degree","Not Married","Hispanic",0,"male","Fall",1,"West"
"Employed",3.6,36,"High School Degree","Not Married","Black",0,"male","Fall",0,"South"
"Employed",3.4,54,"Less than High School","Married","Hispanic",0,"female","Fall",1,"South"
"Not in the labor force",3.9,36,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",0,"West"
"Employed",3.3,37,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"South"
"Not in the labor force",4,53,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"West"
"Employed",3.9,55,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"Northeast"
"Employed",3.7,48,"High School Degree","Married","White",1,"female","Fall",1,"Northeast"
"Employed",3.9,30,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"Midwest"
"Employed",3.4,49,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"Midwest"
"Employed",3.4,28,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall",0,"Midwest"
"Employed",4,35,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"West"
"Employed",3.9,26,"High School Degree","Not Married","Hispanic",0,"male","Fall",0,"West"
"Employed",3.9,42,"High School Degree","Not Married","Hispanic",0,"female","Fall",0,"Northeast"
"Unemployed",2.4,35,"High School Degree","Not Married","White",0,"male","Fall",1,"West"
"Employed",4.6,60,"High School Degree","Married","White",0,"male","Fall",0,"Northeast"
"Employed",2.4,41,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"Northeast"
"Employed",3.2,33,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"Midwest"
"Unemployed",3.9,51,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Northeast"
"Employed",2.7,32,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"West"
"Employed",2.7,50,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",1,"South"
"Employed",3.1,52,"High School Degree","Married","White",0,"female","Fall",0,"South"
"Employed",3.9,59,"Bachelor/Master's and above","Not Married","Asian",0,"female","Fall",0,"West"
"Not in the labor force",3.7,29,"Bachelor/Master's and above","Married","Asian",0,"female","Fall",1,"West"
"Employed",4.6,59,"High School Degree","Not Married","White",0,"female","Fall",1,"Northeast"
"Employed",3.5,40,"Bachelor/Master's and above","Married","Asian",1,"male","Fall",1,"South"
"Employed",2.9,27,"High School Degree","Not Married","Hispanic",0,"male","Fall",1,"South"
"Employed",3.9,39,"High School Degree","Married","White",1,"male","Fall",1,"Northeast"
"Employed",3.9,40,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"West"
"Employed",3.1,52,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"South"
"Unemployed",2.9,57,"High School Degree","Not Married","White",0,"male","Fall",0,"South"
"Employed",3.2,30,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"Midwest"
"Employed",3.4,33,"Bachelor/Master's and above","Not Married","White",1,"female","Fall",1,"South"
"Employed",3.9,31,"High School Degree","Married","White",0,"male","Fall",0,"West"
"Employed",4.1,37,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",0,"Midwest"
"Not in the labor force",3.5,32,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"South"
"Employed",4,45,"Bachelor/Master's and above","Not Married","White",1,"female","Fall",0,"West"
"Not in the labor force",2.4,31,"High School Degree","Not Married","White",1,"female","Fall",0,"South"
"Employed",3.4,54,"High School Degree","Married","White",0,"male","Fall",0,"West"
"Employed",3.5,59,"Less than High School","Married","Hispanic",0,"male","Fall",1,"South"
"Employed",3.3,39,"High School Degree","Married","White",1,"male","Fall",1,"South"
"Employed",4.6,42,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"Northeast"
"Not in the labor force",3.4,57,"Bachelor/Master's and above","Married","Asian",0,"female","Fall",1,"South"
"Not in the labor force",4.6,57,"High School Degree","Not Married","White",0,"male","Fall",0,"Northeast"
"Employed",3.2,47,"High School Degree","Married","Hispanic",1,"male","Fall",0,"Midwest"
"Employed",3.9,33,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"Midwest"
"Not in the labor force",3.4,44,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"South"
"Not in the labor force",3.6,50,"Less than High School","Not Married","White",0,"male","Fall",1,"South"
"Employed",4.8,37,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",1,"West"
"Employed",3.3,51,"High School Degree","Not Married","White",0,"male","Fall",1,"South"
