"GEREG","TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","STATE","WEEKDAY"
3,"Employed",3.8,52,"Bachelor/Master's and above","Married","White",1,"female","Fall","Maryland",0
3,"Employed",3.8,43,"Bachelor/Master's and above","Married","Black",0,"female","Fall","Georgia",1
4,"Not in the labor force",4.2,40,"High School Degree","Married","Hispanic",1,"female","Fall","California",0
4,"Employed",4.9,43,"High School Degree","Not Married","White",0,"male","Fall","New Mexico",0
2,"Employed",2.9,42,"Bachelor/Master's and above","Married","White",0,"female","Fall","Minnesota",1
2,"Employed",4.3,34,"Bachelor/Master's and above","Married","White",1,"female","Fall","Illinois",1
2,"Employed",4.4,50,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall","Ohio",1
3,"Employed",3.4,36,"High School Degree","Married","Black",1,"male","Fall","Florida",0
1,"Employed",3.8,43,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall","New Jersey",0
3,"Employed",3.7,49,"Bachelor/Master's and above","Not Married","Black",1,"female","Fall","Texas",0
1,"Employed",3.8,34,"Bachelor/Master's and above","Married","White",1,"male","Fall","New Jersey",1
2,"Employed",4,31,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Michigan",1
4,"Employed",4.2,54,"Bachelor/Master's and above","Married","White",1,"male","Fall","California",0
3,"Employed",3.8,56,"Less than High School","Not Married","Hispanic",0,"female","Fall","Georgia",0
3,"Employed",3.9,36,"Bachelor/Master's and above","Married","White",1,"female","Fall","North Carolina",1
2,"Employed",4,53,"High School Degree","Married","White",0,"male","Fall","Michigan",0
3,"Employed",3.7,33,"High School Degree","Married","Black",1,"female","Fall","Texas",1
2,"Employed",3.5,56,"Bachelor/Master's and above","Married","White",1,"male","Fall","Indiana",0
3,"Employed",2.9,41,"Bachelor/Master's and above","Not Married","White",1,"female","Fall","Virginia",1
3,"Employed",4.9,48,"High School Degree","Not Married","Black",0,"female","Fall","Mississippi",0
4,"Employed",4.2,46,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall","California",1
4,"Employed",4.1,30,"High School Degree","Not Married","White",0,"male","Fall","Oregon",0
2,"Employed",2.9,53,"High School Degree","Not Married","White",0,"male","Fall","Nebraska",0
1,"Employed",3.9,35,"High School Degree","Married","White",1,"female","Fall","New York",0
3,"Employed",3.4,38,"Bachelor/Master's and above","Married","Hispanic",1,"female","Fall","Florida",0
4,"Employed",4.2,47,"Less than High School","Not Married","Hispanic",0,"female","Fall","California",0
1,"Employed",3.2,34,"Bachelor/Master's and above","Not Married","White",1,"female","Fall","Massachusetts",0
4,"Employed",3,43,"High School Degree","Married","Black",1,"male","Fall","Utah",1
4,"Employed",4.2,34,"Bachelor/Master's and above","Married","White",1,"male","Fall","California",1
3,"Not in the labor force",3.4,37,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Florida",0
4,"Employed",4.8,41,"Bachelor/Master's and above","Married","Asian",1,"female","Fall","Arizona",1
4,"Not in the labor force",4.2,48,"High School Degree","Not Married","Hispanic",0,"male","Fall","California",0
3,"Not in the labor force",4.3,54,"High School Degree","Not Married","Black",1,"male","Fall","Kentucky",0
1,"Employed",4.1,31,"Bachelor/Master's and above","Married","Asian",0,"female","Fall","Pennsylvania",0
4,"Not in the labor force",4.4,37,"High School Degree","Not Married","Hispanic",0,"male","Fall","Washington",0
4,"Employed",4.2,59,"High School Degree","Married","White",0,"female","Fall","California",0
3,"Employed",3.4,38,"Bachelor/Master's and above","Married","Asian",1,"female","Fall","Tennessee",0
2,"Employed",4.4,28,"High School Degree","Not Married","Black",0,"female","Fall","Ohio",1
1,"Employed",4.1,48,"High School Degree","Married","White",1,"male","Fall","Pennsylvania",0
3,"Employed",3.9,30,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","North Carolina",1
1,"Employed",3.9,55,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","New York",0
1,"Employed",3.9,46,"Bachelor/Master's and above","Married","White",1,"male","Fall","New York",1
2,"Employed",3,40,"Bachelor/Master's and above","Married","White",1,"female","Fall","Missouri",0
3,"Employed",3.7,28,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Fall","Texas",0
3,"Employed",4.3,45,"High School Degree","Not Married","Black",0,"female","Fall","Kentucky",1
3,"Employed",3.7,39,"Bachelor/Master's and above","Married","White",1,"male","Fall","Texas",1
1,"Employed",2.5,55,"Less than High School","Married","White",1,"male","Fall","New Hampshire",0
2,"Employed",2.9,59,"Bachelor/Master's and above","Married","White",0,"female","Fall","Minnesota",1
3,"Employed",3.7,38,"Bachelor/Master's and above","Married","White",1,"male","Fall","Texas",0
1,"Not in the labor force",3.2,43,"High School Degree","Not Married","White",0,"male","Fall","Massachusetts",0
2,"Employed",4.4,46,"Bachelor/Master's and above","Married","White",1,"male","Fall","Ohio",1
4,"Employed",4.2,32,"Bachelor/Master's and above","Not Married","Asian",0,"female","Fall","California",0
2,"Employed",4,47,"Bachelor/Master's and above","Married","White",1,"female","Fall","Michigan",0
4,"Employed",4.2,36,"Bachelor/Master's and above","Married","Hispanic",1,"female","Fall","California",1
3,"Employed",3.6,36,"Bachelor/Master's and above","Not Married","Black",1,"female","Fall","Delaware",0
1,"Employed",2.5,60,"High School Degree","Not Married","White",0,"female","Fall","New Hampshire",1
3,"Employed",3.2,27,"High School Degree","Married","White",1,"male","Fall","Oklahoma",1
2,"Employed",4,60,"High School Degree","Not Married","White",0,"female","Fall","Michigan",0
4,"Employed",4.8,31,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Fall","Arizona",0
4,"Employed",4.2,50,"High School Degree","Married","White",1,"male","Fall","California",0
3,"Employed",3.9,59,"Bachelor/Master's and above","Not Married","White",0,"female","Fall","North Carolina",1
2,"Employed",3.2,34,"High School Degree","Not Married","Hispanic",1,"female","Fall","Kansas",1
1,"Employed",3.8,38,"Less than High School","Not Married","Black",1,"female","Fall","New Jersey",1
3,"Employed",3.2,60,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Oklahoma",1
4,"Employed",4.2,39,"Bachelor/Master's and above","Married","Hispanic",1,"female","Fall","California",0
4,"Not in the labor force",4.1,36,"High School Degree","Married","White",1,"female","Fall","Oregon",0
3,"Employed",3.8,43,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Georgia",0
4,"Not in the labor force",4.2,59,"High School Degree","Married","White",0,"male","Fall","California",1
4,"Employed",3.3,55,"Bachelor/Master's and above","Married","White",1,"male","Fall","Colorado",1
4,"Employed",4.2,33,"Bachelor/Master's and above","Married","Hispanic",1,"female","Fall","California",0
3,"Employed",2.9,58,"High School Degree","Married","White",0,"male","Fall","Virginia",1
3,"Not in the labor force",3.7,58,"High School Degree","Not Married","Black",0,"male","Fall","Alabama",0
2,"Employed",3,58,"High School Degree","Married","White",0,"female","Fall","Wisconsin",0
2,"Employed",3,36,"High School Degree","Not Married","White",1,"female","Fall","Missouri",0
2,"Employed",4,39,"Bachelor/Master's and above","Married","Asian",1,"male","Fall","Michigan",1
3,"Employed",2.9,34,"Bachelor/Master's and above","Married","White",1,"female","Fall","Virginia",1
1,"Employed",3.2,39,"Bachelor/Master's and above","Married","White",1,"female","Fall","Massachusetts",0
3,"Employed",3.6,34,"High School Degree","Not Married","White",1,"female","Fall","Arkansas",0
4,"Employed",4.2,59,"Bachelor/Master's and above","Married","Asian",1,"male","Fall","California",0
1,"Employed",3.9,40,"High School Degree","Not Married","Black",0,"male","Fall","New York",0
1,"Employed",3.2,33,"High School Degree","Married","White",1,"female","Fall","Massachusetts",0
3,"Unemployed",2.9,47,"Bachelor/Master's and above","Married","White",1,"female","Fall","Virginia",1
1,"Employed",3.2,33,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Massachusetts",1
3,"Employed",3.4,44,"Bachelor/Master's and above","Married","Asian",1,"male","Fall","Florida",1
3,"Employed",3.8,31,"Bachelor/Master's and above","Married","White",0,"female","Fall","Georgia",1
3,"Not in the labor force",3.7,38,"Bachelor/Master's and above","Married","White",1,"female","Fall","Texas",0
3,"Employed",3.7,28,"Less than High School","Married","Hispanic",1,"male","Fall","Texas",1
4,"Employed",4.4,32,"High School Degree","Married","White",1,"male","Fall","Washington",0
4,"Employed",2.9,56,"High School Degree","Married","White",0,"female","Fall","Idaho",0
4,"Employed",4.8,27,"Bachelor/Master's and above","Not Married","White",1,"female","Fall","Arizona",0
3,"Employed",3.4,33,"Less than High School","Not Married","White",0,"male","Fall","Tennessee",1
3,"Employed",3.7,38,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Fall","Texas",1
3,"Employed",2.9,32,"Bachelor/Master's and above","Married","White",1,"female","Fall","Virginia",0
2,"Employed",4,52,"Bachelor/Master's and above","Married","Black",0,"female","Fall","Michigan",1
3,"Not in the labor force",3.8,27,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall","Georgia",1
4,"Employed",2.9,26,"High School Degree","Married","White",1,"male","Fall","Idaho",1
3,"Employed",3.8,42,"High School Degree","Not Married","Black",0,"male","Fall","Georgia",1
3,"Employed",3.7,51,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall","Texas",0
3,"Employed",3.7,48,"Less than High School","Married","Hispanic",1,"male","Fall","Texas",1
2,"Employed",3.5,48,"High School Degree","Married","White",1,"male","Fall","Indiana",0
2,"Employed",3.2,36,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Fall","Kansas",1
3,"Employed",3.7,50,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall","Texas",0
4,"Employed",4.4,44,"Bachelor/Master's and above","Married","White",1,"female","Fall","Washington",1
4,"Employed",4.2,57,"Bachelor/Master's and above","Married","White",0,"male","Fall","California",0
4,"Employed",4.2,48,"High School Degree","Not Married","Hispanic",1,"male","Fall","California",1
2,"Employed",2.9,39,"Bachelor/Master's and above","Married","White",1,"female","Fall","Minnesota",1
1,"Employed",4.1,26,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Pennsylvania",0
3,"Employed",3.7,55,"Bachelor/Master's and above","Married","White",0,"female","Fall","Texas",0
2,"Employed",4.4,39,"High School Degree","Not Married","White",1,"male","Fall","Ohio",1
3,"Employed",2.9,47,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Fall","Virginia",1
1,"Employed",3.9,35,"Bachelor/Master's and above","Married","White",1,"female","Fall","Connecticut",0
4,"Employed",4.2,49,"High School Degree","Married","Hispanic",1,"male","Fall","California",0
3,"Not in the labor force",3.7,26,"High School Degree","Not Married","Black",0,"male","Fall","Texas",0
3,"Employed",3.4,32,"Bachelor/Master's and above","Married","White",1,"male","Fall","Tennessee",0
3,"Employed",2.9,31,"Bachelor/Master's and above","Married","Black",1,"female","Fall","Virginia",1
1,"Employed",3.8,30,"Bachelor/Master's and above","Not Married","White",0,"female","Fall","New Jersey",0
3,"Employed",3.8,36,"High School Degree","Not Married","White",0,"female","Fall","Georgia",0
1,"Employed",3.9,38,"Bachelor/Master's and above","Married","Black",1,"female","Fall","New York",1
3,"Employed",4.8,43,"Less than High School","Married","Hispanic",0,"male","Fall","Louisiana",1
4,"Employed",4.9,28,"High School Degree","Married","White",1,"male","Fall","New Mexico",1
3,"Employed",4.8,40,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Louisiana",0
2,"Employed",3.5,43,"Bachelor/Master's and above","Married","White",1,"female","Fall","Indiana",0
1,"Employed",4.1,49,"Less than High School","Married","White",1,"female","Fall","Pennsylvania",0
1,"Employed",4.1,29,"High School Degree","Married","White",1,"female","Fall","Pennsylvania",0
2,"Not in the labor force",4,38,"High School Degree","Married","White",1,"female","Fall","Michigan",0
4,"Employed",4.9,58,"High School Degree","Married","Hispanic",0,"female","Fall","New Mexico",1
3,"Employed",3.4,39,"Bachelor/Master's and above","Married","White",1,"female","Fall","Florida",1
2,"Employed",4,53,"Bachelor/Master's and above","Married","White",0,"female","Fall","Michigan",1
1,"Employed",3.9,50,"High School Degree","Not Married","White",0,"male","Fall","New York",1
4,"Employed",4.2,29,"High School Degree","Not Married","Hispanic",0,"female","Fall","California",0
4,"Employed",4.1,48,"High School Degree","Married","Hispanic",1,"male","Fall","Oregon",1
2,"Not in the labor force",4,26,"Bachelor/Master's and above","Married","Black",1,"female","Fall","Michigan",0
4,"Employed",4.4,25,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Fall","Washington",0
4,"Employed",4.3,42,"Bachelor/Master's and above","Married","White",1,"female","Fall","Nevada",0
1,"Employed",3.9,26,"Bachelor/Master's and above","Not Married","Asian",0,"female","Fall","New York",1
1,"Employed",4.1,33,"High School Degree","Married","Hispanic",1,"female","Fall","Pennsylvania",0
3,"Employed",3.7,43,"Bachelor/Master's and above","Married","White",1,"male","Fall","Texas",0
3,"Employed",3.9,35,"Bachelor/Master's and above","Married","White",1,"female","Fall","North Carolina",0
3,"Employed",3.7,33,"Bachelor/Master's and above","Married","White",1,"female","Fall","Texas",0
3,"Not in the labor force",3.8,41,"High School Degree","Not Married","Black",0,"male","Fall","Georgia",0
2,"Employed",4,25,"Bachelor/Master's and above","Not Married","Asian",0,"male","Fall","Michigan",0
2,"Employed",3,57,"High School Degree","Married","White",0,"male","Fall","South Dakota",0
4,"Employed",4.2,30,"High School Degree","Not Married","Hispanic",0,"female","Fall","California",0
2,"Employed",3,36,"High School Degree","Married","White",1,"male","Fall","Wisconsin",0
3,"Employed",2.9,52,"Bachelor/Master's and above","Not Married","Black",1,"female","Fall","Virginia",0
2,"Employed",4,39,"Bachelor/Master's and above","Married","White",1,"female","Fall","Michigan",1
4,"Employed",3,30,"Bachelor/Master's and above","Married","White",0,"male","Fall","Utah",0
3,"Employed",2.9,36,"Bachelor/Master's and above","Not Married","Asian",0,"female","Fall","Virginia",1
3,"Not in the labor force",3.7,39,"High School Degree","Married","Asian",1,"female","Fall","Texas",0
2,"Employed",4.4,60,"High School Degree","Not Married","Black",1,"female","Fall","Ohio",0
4,"Employed",4.2,55,"Less than High School","Married","Hispanic",1,"male","Fall","California",1
2,"Employed",2.9,52,"Bachelor/Master's and above","Not Married","White",1,"female","Fall","Nebraska",0
3,"Not in the labor force",3.7,37,"Less than High School","Married","Hispanic",1,"female","Fall","Texas",0
2,"Employed",2.9,26,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Minnesota",0
